"gene_symbol","category","complex","log2fc","pvalue","padj","diffexpressed","sig","direction"
"TOMM40","mito_transport",NA,0.0315280225249792,0.901168238004086,0.901168238004086,"NS",FALSE,"NS"
"TIMM23","mito_transport",NA,-0.0105463488747804,0.91485273681214,0.91485273681214,"NS",FALSE,"NS"
"TIMM44","mito_transport",NA,-0.10057163675721,0.570626462454246,0.570626462454246,"NS",FALSE,"NS"
"TIMM50","mito_transport",NA,0.107253586711751,0.417226002464053,0.417226002464053,"NS",FALSE,"NS"
"SOD1","ros_defense",NA,-0.0181385711662892,0.791461523213286,0.791461523213286,"NS",FALSE,"NS"
"SOD2","ros_defense",NA,-0.24999682267221,0.360861045128935,0.360861045128935,"NS",FALSE,"NS"
"CAT","ros_defense",NA,-0.144782684950827,0.62654919076229,0.62654919076229,"NS",FALSE,"NS"
"GPX1","ros_defense",NA,-0.103218420013262,0.527017231660098,0.527017231660098,"NS",FALSE,"NS"
"GPX2","ros_defense",NA,0.168657010148952,0.341798698994063,0.341798698994063,"NS",FALSE,"NS"
"GPX3","ros_defense",NA,-0.363560182922661,0.0598552518108504,0.0598552518108504,"NS",FALSE,"NS"
"GPX4","ros_defense",NA,-0.185951088039526,0.389019583520983,0.389019583520983,"NS",FALSE,"NS"
"PRDX1","ros_defense",NA,-0.0973981691651778,0.582383588947391,0.582383588947391,"NS",FALSE,"NS"
"PRDX2","ros_defense",NA,0.13110362928497,0.19924698008608,0.19924698008608,"NS",FALSE,"NS"
"PRDX3","ros_defense",NA,-0.0960747510282312,0.404969484792134,0.404969484792134,"NS",FALSE,"NS"
"PRDX4","ros_defense",NA,-0.0278372949050084,0.813860433711943,0.813860433711943,"NS",FALSE,"NS"
"PRDX5","ros_defense",NA,0.109566228917068,0.253123658835937,0.253123658835937,"NS",FALSE,"NS"
"PRDX6","ros_defense",NA,-0.337935820049857,0.0534279159073495,0.0534279159073495,"NS",FALSE,"NS"
"TXN","ros_defense",NA,-0.047046182794167,0.749215431267803,0.749215431267803,"NS",FALSE,"NS"
"TXN2","ros_defense",NA,0.0202002523662563,0.820150058655211,0.820150058655211,"NS",FALSE,"NS"
"TXNRD1","ros_defense",NA,-0.204838898483467,0.2365333249833,0.2365333249833,"NS",FALSE,"NS"
"TXNRD2","ros_defense",NA,0.0310377497662037,0.886400237601972,0.886400237601972,"NS",FALSE,"NS"
"GLRX","ros_defense",NA,-0.122935880295253,0.105897139313374,0.105897139313374,"NS",FALSE,"NS"
"GLRX2","ros_defense",NA,-0.0728653034034918,0.620472988656253,0.620472988656253,"NS",FALSE,"NS"
"CS","tca_cycle",NA,-0.0183872048054175,0.846812872043093,0.846812872043093,"NS",FALSE,"NS"
"ACO1","tca_cycle",NA,-0.182807466448609,0.177993471736986,0.177993471736986,"NS",FALSE,"NS"
"ACO2","tca_cycle",NA,0.033780312756194,0.421701104184225,0.421701104184225,"NS",FALSE,"NS"
"IDH1","tca_cycle",NA,0.0133726700999838,0.91585610713651,0.91585610713651,"NS",FALSE,"NS"
"IDH2","tca_cycle",NA,-0.0975368888955604,0.267724134163396,0.267724134163396,"NS",FALSE,"NS"
"IDH3A","tca_cycle",NA,-0.116238552343684,0.577013562952436,0.577013562952436,"NS",FALSE,"NS"
"IDH3B","tca_cycle",NA,0.108726319022743,0.316649722468598,0.316649722468598,"NS",FALSE,"NS"
"IDH3G","tca_cycle",NA,-0.00179372774678175,0.986118772701034,0.986118772701034,"NS",FALSE,"NS"
"OGDH","tca_cycle",NA,0.0164914149705304,0.870946655179596,0.870946655179596,"NS",FALSE,"NS"
"OGDHL","tca_cycle",NA,0.177149899456163,0.344336234442993,0.344336234442993,"NS",FALSE,"NS"
"DLST","tca_cycle",NA,-0.0263539057503986,0.648444074854254,0.648444074854254,"NS",FALSE,"NS"
"DLD","tca_cycle",NA,0.00402368098590187,0.940108759733275,0.940108759733275,"NS",FALSE,"NS"
"SUCLG1","tca_cycle",NA,0.0767387759364297,0.476517609706055,0.476517609706055,"NS",FALSE,"NS"
"SUCLG2","tca_cycle",NA,-0.340074714927058,0.253869645849433,0.253869645849433,"NS",FALSE,"NS"
"SUCLA2","tca_cycle",NA,0.0899112717955249,0.589716210908335,0.589716210908335,"NS",FALSE,"NS"
"FH","tca_cycle",NA,-0.0428329805030573,0.672835179352998,0.672835179352998,"NS",FALSE,"NS"
"MDH1","tca_cycle",NA,0.140503778946383,0.259179047147287,0.259179047147287,"NS",FALSE,"NS"
"MDH2","tca_cycle",NA,0.0348506208797854,0.800149904836215,0.800149904836215,"NS",FALSE,"NS"
"PCK1","tca_cycle",NA,-0.614630099268082,0.176191039163049,0.176191039163049,"NS",FALSE,"NS"
"PCK2","tca_cycle",NA,0.016939137270749,0.96827019493984,0.96827019493984,"NS",FALSE,"NS"
"PC","tca_cycle",NA,-0.113760978564954,0.345305249124289,0.345305249124289,"NS",FALSE,"NS"
"CYCS","mito_apoptosis",NA,0.0526675390747132,0.744056701888713,0.744056701888713,"NS",FALSE,"NS"
"BAX","mito_apoptosis",NA,-0.218011192825575,0.228676731340625,0.228676731340625,"NS",FALSE,"NS"
"BAK1","mito_apoptosis",NA,-0.175758190283339,0.470977434162585,0.470977434162585,"NS",FALSE,"NS"
"BCL2","mito_apoptosis",NA,0.0914758746965438,0.80837821619171,0.80837821619171,"NS",FALSE,"NS"
"BCL2L1","mito_apoptosis",NA,0.111941313878263,0.310246074724301,0.310246074724301,"NS",FALSE,"NS"
"MCL1","mito_apoptosis",NA,-0.0572138052993043,0.853957776330543,0.853957776330543,"NS",FALSE,"NS"
"BID","mito_apoptosis",NA,-0.0385508750769852,0.729725577983015,0.729725577983015,"NS",FALSE,"NS"
"BAD","mito_apoptosis",NA,0.022401391016397,0.903441910980462,0.903441910980462,"NS",FALSE,"NS"
"APAF1","mito_apoptosis",NA,0.278636798287314,0.317871721146716,0.317871721146716,"NS",FALSE,"NS"
"DIABLO","mito_apoptosis",NA,-0.0280213522994239,0.842695526224176,0.842695526224176,"NS",FALSE,"NS"
"HTRA2","mito_apoptosis",NA,0.0603038696702519,0.503687459507712,0.503687459507712,"NS",FALSE,"NS"
"AIFM1","mito_apoptosis",NA,0.164786649135362,0.360499052657799,0.360499052657799,"NS",FALSE,"NS"
"ENDOG","mito_apoptosis",NA,-0.0157881410305024,0.832710660514443,0.832710660514443,"NS",FALSE,"NS"
"VDAC1","mito_apoptosis",NA,0.0931337806224362,0.471967431691437,0.471967431691437,"NS",FALSE,"NS"
"VDAC2","mito_apoptosis",NA,0.0166922047116448,0.908556499432634,0.908556499432634,"NS",FALSE,"NS"
"VDAC3","mito_apoptosis",NA,0.182143156839549,0.235572125789528,0.235572125789528,"NS",FALSE,"NS"
