gene_symbol,log2fc,pvalue,padj
LOC107984406,-0.6140652931053024,0.038122911,0.038122911
LOC107984577,1.3359281806178602,0.045765371,0.045765371
LOC107984589,2.4594498623188166,0.001212476,0.001212476
LOC107984776,2.3928575840074284,0.00534079,0.00534079
KCTD13-DT,0.4537329810111752,0.024357436,0.024357436
LOC107984934,2.525239984027531,0.047582882,0.047582882
LOC107985005,-1.6366145013357838,0.042932277,0.042932277
LOC107985134,2.3149802873172223,0.031678233,0.031678233
LOC107985144,2.7398241595942214,3.80047e-4,3.80047e-4
LOC107985176,2.406024649551565,0.009344593,0.009344593
LOC107985301,2.1737413915652986,0.030263638,0.030263638
LOC107985306,1.9797867790786858,0.014265103,0.014265103
LOC107985502,0.9315911051050467,0.041493989,0.041493989
LOC107985584,1.1038677117450373,0.008008291,0.008008291
LOC107985695,0.5371061387610959,0.027623292,0.027623292
LOC107985728,0.5690497726879354,0.047472466,0.047472466
LOC107985736,1.1464819123667775,0.008029154,0.008029154
LOC107985909,1.3944479515207486,0.036305802,0.036305802
LOC107985911,0.8126909088783584,0.046071561,0.046071561
LOC107985959,1.2872890050586496,0.034637305,0.034637305
LOC107986027,2.118657078547879,0.002498318,0.002498318
LINC02600,0.8758271193181126,0.003508861,0.003508861
LOC107986299,0.5825692217973456,0.012228712,0.012228712
LOC107986392,1.1574940473028301,0.048473427,0.048473427
LOC107986453,2.060736895950761,0.00642632,0.00642632
LOC107986463,-1.5784995144783711,0.020281467,0.020281467
LOC107986468,-0.6246076436548623,0.010494329,0.010494329
ZFAND3-DT,1.24510666746579,0.009617022,0.009617022
LOC107986623,2.398743691938193,0.031714699,0.031714699
LOC107986710,0.4943551301247661,0.006804989,0.006804989
LOC107986872,0.680568745338549,0.014926969,0.014926969
LOC107986918,1.3108102898574205,0.001182345,0.001182345
LINC02055,-1.7573660438143572,0.047945212,0.047945212
LOC107987016,1.386197816460188,0.012840678,0.012840678
LOC107987065,2.3813529998275587,0.04821486,0.04821486
CT70,1.4860810667257418,0.016641645,0.016641645
LOC107987264,0.31346743505075025,0.04272203,0.04272203
LOC107987389,1.261079372728455,0.001435482,0.001435482
CPLX2,0.6035485509920049,0.040127206,0.040127206
OR7E12P,-0.9141953218450793,0.034440436,0.034440436
GPR83,1.5787010629348017,0.012534472,0.012534472
GADD45G,0.6295415315386281,0.017986221,0.017986221
MAGED2,0.15741757719959892,0.040461497,0.040461497
APOBEC2,-0.6389029249909575,0.011893293,0.011893293
PDIA5,-0.4301522175971206,0.037344512,0.037344512
SNORA74C-2,1.6788505586609388,0.031233943,0.031233943
ADAMTS8,-1.1783498937495023,0.042503271,0.042503271
LINC02574,1.9682562540581148,0.041538549,0.041538549
CHI3L1,1.1017348705917591,0.047430227,0.047430227
CHI3L2,-1.256852233685941,0.019157252,0.019157252
LINC02814,1.6597048447847287,0.031418436,0.031418436
LOC112267988,0.6046183212399113,0.016296602,0.016296602
LOC112268148,0.1641039344025008,0.026189078,0.026189078
LOC112268289,0.46953833238657505,0.022757768,0.022757768
ZHX1,0.2793217194911817,0.013456572,0.013456572
TMEM271,0.5738471885671296,0.046832051,0.046832051
USP18,-0.48621188876353677,0.028054529,0.028054529
PLCD3,-0.5205177280624586,0.019398886,0.019398886
SLCO2B1,1.2788776360001213,3.06452e-4,3.06452e-4
MIR12119,0.454692569806695,0.003593667,0.003593667
SCRG1,0.9828238634488798,0.024103568,0.024103568
LINC00313,0.7420968799991309,0.041297445,0.041297445
ZNF71-SMIM17,0.5510688110493508,2.23e-5,2.23e-5
CIDEA,-1.4436027894438674,0.031952281,0.031952281
C1QTNF5,-0.684920062464085,0.022305963,0.022305963
TMEM123,-0.21458260166167753,0.030262499000000002,0.030262499000000002
SLC25A26,-0.4690914051974567,0.01911161,0.01911161
FANCD2OS,-0.7422116589024611,0.019756342,0.019756342
SLC22A12,2.1021476478006114,0.010763092,0.010763092
CYYR1,-0.6904791508830801,0.032759495,0.032759495
OLIG1,1.2624927519135527,0.021520461,0.021520461
MRGPRE,0.8605064408633073,0.021741278,0.021741278
OLFM3,0.7344846955040631,0.031241022,0.031241022
MORN4,0.3326706507687092,0.028204619,0.028204619
MMP21,2.9403376761287667,0.003657121,0.003657121
CLNS1A,-0.16878028801974293,0.016763872,0.016763872
OR2D2,1.7539073716200446,0.039587535,0.039587535
DEPDC4,0.2543903111601061,0.018511028,0.018511028
C15orf40,0.15462246237046876,0.038951915,0.038951915
CCR7,0.9754844238006952,0.026835771,0.026835771
SLC43A2,0.4037812085649194,0.007896919,0.007896919
EDARADD,0.42166659833343156,0.025564472,0.025564472
COL6A1,-0.48274328144197437,0.032355867,0.032355867
CMPK2,0.8394372615216488,0.01258517,0.01258517
SPATA18,-0.3166315087858282,0.011816813,0.011816813
ARL9,-0.3971848423055821,0.026034882,0.026034882
C5orf47,0.8149479520629452,0.022561286,0.022561286
NADK2,-0.3276978330079656,0.036269985,0.036269985
COX6C,0.35447052901161114,0.017601308,0.017601308
C7orf57,-0.7744148857864221,0.00992963,0.00992963
CPS1,2.2056260836756656,0.01071308,0.01071308
TMEM68,-0.2431705452079049,0.049676059,0.049676059
NRSN1,0.6089621290297039,0.042304964,0.042304964
ACSM6,1.1512208116312959,0.040532675,0.040532675
SPMIP5,0.5569696927754918,0.004453014,0.004453014
CSF1,-0.5379713552117477,0.007908645,0.007908645
LOC143666,0.47427389780289336,0.008914487,0.008914487
ADRA1D,1.2372012204301746,0.001199722,0.001199722
